pubmed_id,title,journal,year,authors,affiliations,has_pharma_author
40715915,"Bridging molecular insights and clinical application: non-coding RNAs, targeted drug delivery, and metastatic breast cancer therapy.",Discover oncology,2025,Sohini Chakraborty; Satarupa Banerjee,"Department of Biotechnology, School of Applied Sciences, Reva University, Bengaluru, 560064, Karnataka, India.; Department of Biotechnology, School of Biosciences and Technology, Vellore Institute of Technology, Vellore, 632014, Tamil Nadu, India.; Department of Biotechnology, School of Biosciences and Technology, Vellore Institute of Technology, Vellore, 632014, Tamil Nadu, India. satarupa.banerjee@vit.ac.in.",False
40720172,Self-Assembling Peptides Alter Cell Death Pathway for Pyroptosis-Enhanced Immune Activation.,Journal of medicinal chemistry,2025,Hongxia Zhang; Weiyu Xing; Yang Zhang; Jiaxin Zhou; Yulu Wang; Gongyu Li; Zhen Zheng,"The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, Tianjin Key Laboratory on Technologies Enabling Development of Clinical Therapeutics and Diagnostics, School of Pharmacy, Tianjin Medical University, Tianjin 300070, China.; The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, Tianjin Key Laboratory on Technologies Enabling Development of Clinical Therapeutics and Diagnostics, School of Pharmacy, Tianjin Medical University, Tianjin 300070, China.; The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, Tianjin Key Laboratory on Technologies Enabling Development of Clinical Therapeutics and Diagnostics, School of Pharmacy, Tianjin Medical University, Tianjin 300070, China.; Tianjin Key Laboratory of Biosensing and Molecular Recognition, Research Center for Analytical Science, Frontiers Science Center for New Organic Matter, College of Chemistry, Nankai University, Tianjin 300071, China.; The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, Tianjin Key Laboratory on Technologies Enabling Development of Clinical Therapeutics and Diagnostics, School of Pharmacy, Tianjin Medical University, Tianjin 300070, China.; Tianjin Key Laboratory of Biosensing and Molecular Recognition, Research Center for Analytical Science, Frontiers Science Center for New Organic Matter, College of Chemistry, Nankai University, Tianjin 300071, China.; The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, Tianjin Key Laboratory on Technologies Enabling Development of Clinical Therapeutics and Diagnostics, School of Pharmacy, Tianjin Medical University, Tianjin 300070, China.",False
40718602,Acute Liver Failure and Hepatic Encephalopathy Secondary to Extensive Liver Metastases from Breast Cancer Successfully Treated Using Dose Modified Weekly Nab-paclitaxel and Trastuzumab.,Euroasian journal of hepato-gastroenterology,2025,Ajay Gupta,"Department of Medical Oncology, Indraprastha Apollo Hospital, Institute of Liver and Biliary Sciences, New Delhi, India.",False
40718485,Multiplex imaging analysis of the tumor immune microenvironment for guiding precision immunotherapy.,Frontiers in immunology,2025,Feng Liu; Guiqing Li; Yi Zheng; Yanxia Liu; Kang Liu,"Faculty of Medical Images, Shandong Second Medical University, Weifang, Shandong, China.; Department of Oncology, Afiliated Hospital of Shandong Second Medical University, Weifang, Shandong, China.; Shandong Provincial Key Medical and Health Discipline of Affiliated Hospital of Shandong Second Medical University in Oncology, Weifang, Shandong, China.; Department of Oncology, Afiliated Hospital of Shandong Second Medical University, Weifang, Shandong, China.; Shandong Provincial Key Medical and Health Discipline of Affiliated Hospital of Shandong Second Medical University in Oncology, Weifang, Shandong, China.; Department of Oncology, Afiliated Hospital of Shandong Second Medical University, Weifang, Shandong, China.; Shandong Provincial Key Medical and Health Discipline of Affiliated Hospital of Shandong Second Medical University in Oncology, Weifang, Shandong, China.; Department of Oncology, Afiliated Hospital of Shandong Second Medical University, Weifang, Shandong, China.; Shandong Provincial Key Medical and Health Discipline of Affiliated Hospital of Shandong Second Medical University in Oncology, Weifang, Shandong, China.; Department of Oncology, Afiliated Hospital of Shandong Second Medical University, Weifang, Shandong, China.; Shandong Provincial Key Medical and Health Discipline of Affiliated Hospital of Shandong Second Medical University in Oncology, Weifang, Shandong, China.",False
40717985,Mechanism and application of copper-based nanomedicines in activating tumor immunity through oxidative stress modulation.,Frontiers in pharmacology,2025,Cong Xia; Zirun Luo; Zhen Feng; Qianshi Zhang; Chenglai Xia,"Department of Gastrointestinal Surgery, The Second Hospital of Dalian Medical University, Dalian, China.; Department of Breast, Thyroid and Head-Neck Surgery, The Third Xiangya Hospital of Central South University, Changsha, China.; Department of Gastrointestinal Surgery, The Second Hospital of Dalian Medical University, Dalian, China.; Department of Gastrointestinal Surgery, The Second Hospital of Dalian Medical University, Dalian, China.; Scientific Research Center, Foshan Women and Children Hospital Affiliated with Guangdong Medical University, Foshan, China.",False
40717879,Predictive Biomarkers in Cancer Immunotherapy: A Narrative Review Across Selected Solid Tumors.,Cureus,2025,Mehak Puntambekar; Neville Shery; Ishaan Parokkaran; Mohammed Al-Hamas,"Medicine and Surgery, Pilgrim Hospital, United Lincolnshire Hospitals National Health Service (NHS) Trust, Boston, GBR.; General Medicine, Pilgrim Hospital, United Lincolnshire Hospitals National Health Service (NHS) Trust, Boston, GBR.; Emergency Medicine, Pilgrim Hospital, United Lincolnshire Hospitals National Health Service (NHS) Trust, Boston, GBR.; Acute Internal Medicine, University of Hull, Hull, GBR.",False
40715739,First unscheduled hospitalization in advanced cancer as a prognostic indicator of poor survival and trigger for palliative care referral.,Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,2025,Alberto Alonso-Babarro; Juan Luis Torres-Tenor; Andrea García-Leal; Darío Sánchez-Cabrero; Lorena Ostios-García; Jesús Miranda-Poma; Laura Gutiérrez-Sainz; Julia Villamayor-Sánchez; José Abelardo Blanco-Iglesias; Javier Mateo-Flores; Adriana Vañó; Eduardo Bruera,"Department of Palliative Care, La Paz Hospital, Paseo de la Castellana 261, 28046, Madrid, Spain.; Department of Palliative Care, La Paz Hospital, Paseo de la Castellana 261, 28046, Madrid, Spain. torrestenor@yahoo.es.; Department of Medical Oncology, La Paz Hospital, Madrid, Spain.; Department of Medical Oncology, La Paz Hospital, Madrid, Spain.; Department of Medical Oncology, La Paz Hospital, Madrid, Spain.; Department of Medical Oncology, QuironSalud Madrid Hospital, Pozuelo de Alarcón, Spain.; Department of Medical Oncology, La Paz Hospital, Madrid, Spain.; Department of Medical Oncology, La Paz Hospital, Madrid, Spain.; Department of Emergency Medicine, Comarcal Monforte de Lemos Hospital, Monforte de Lemos, Spain.; Department of Palliative Care, Clínico San Carlos Hospital, Madrid, Spain.; Department of Palliative Care, MD Anderson Cancer Center Madrid, Madrid, Spain.; Department of Palliative Care and Rehabilitation Medicine, The University of Texas MD Anderson Cancer, Houston, TX, USA.",False
40715365,A lipid metabolism-related gene signature for risk stratification and prognosis prediction in patients with breast cancer.,Scientific reports,2025,Wuqian Mai; Yayi Jiao; Tuo Deng,"National Clinical Research Center for Metabolic Diseases, and Department of Metabolism and Endocrinology, The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410011, China.; Key Laboratory of Diabetes Immunology, Ministry of Education, and Metabolic Syndrome Research Center, The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410011, China.; National Clinical Research Center for Metabolic Diseases, and Department of Metabolism and Endocrinology, The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410011, China.; Key Laboratory of Diabetes Immunology, Ministry of Education, and Metabolic Syndrome Research Center, The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410011, China.; National Clinical Research Center for Metabolic Diseases, and Department of Metabolism and Endocrinology, The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410011, China. dengtuo@csu.edu.cn.; Key Laboratory of Diabetes Immunology, Ministry of Education, and Metabolic Syndrome Research Center, The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410011, China. dengtuo@csu.edu.cn.; Clinical Immunology Center, The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410011, China. dengtuo@csu.edu.cn.",False
40713639,Multi-omics based and AI-driven drug repositioning for epigenetic therapy in female malignancies.,Journal of translational medicine,2025,Annamaria Salvati; Viola Melone; Alessandro Giordano; Jessica Lamberti; Domenico Palumbo; Luigi Palo; Dilia Rea; Domenico Memoli; Vittoria Simonis; Elena Alexandrova; Francesco Silvestro; Francesca Rizzo; Alessandro Weisz; Roberta Tarallo; Giovanni Nassa,"Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Genome Research Center for Health - CRGS, Baronissi, SA, 84081, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Genome Research Center for Health - CRGS, Baronissi, SA, 84081, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Genome Research Center for Health - CRGS, Baronissi, SA, 84081, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy.; Genome Research Center for Health - CRGS, Baronissi, SA, 84081, Italy.; Molecular Pathology and Medical Genomics Unit, AOU ""S. Giovanni di Dio e Ruggi d'Aragona"", University of Salerno, Salerno, Italy.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy. rtarallo@unisa.it.; Genome Research Center for Health - CRGS, Baronissi, SA, 84081, Italy. rtarallo@unisa.it.; Molecular Pathology and Medical Genomics Unit, AOU ""S. Giovanni di Dio e Ruggi d'Aragona"", University of Salerno, Salerno, Italy. rtarallo@unisa.it.; Laboratory of Molecular Medicine and Genomics, Department of Medicine, Surgery and Dentistry ""Scuola Medica Salernitana"", University of Salerno, via S. Allende, 1, Baronissi, 84081, SA, Italy. gnassa@unisa.it.; Genome Research Center for Health - CRGS, Baronissi, SA, 84081, Italy. gnassa@unisa.it.; Molecular Pathology and Medical Genomics Unit, AOU ""S. Giovanni di Dio e Ruggi d'Aragona"", University of Salerno, Salerno, Italy. gnassa@unisa.it.",False
40713509,"FLNA, a disulfidptosis-related gene, modulates tumor immunity and progression in colorectal cancer.",Cellular & molecular biology letters,2025,Qiong Li; Renhong Huang; Lingling Lv; Haifeng Ying; Yuan Wu; YuQing Huang; Yuxi Li; Wen Ma; Xiaoshuang Liu; Qinghui Meng; Fengying Xing; Yan Shen; Lan Zheng,"Shuguang Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 200120, China. Liqiong427@163.com.; Department of Traditional Chinese Medicine, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, 200025, China. Liqiong427@163.com.; Department of General Surgery, Comprehensive Breast Health Center, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China.; Department of Traditional Chinese Medicine, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, 200025, China.; Department of Traditional Chinese Medicine, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, 200025, China.; Department of Traditional Chinese Medicine, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, 200025, China.; Department of Traditional Chinese Medicine, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, 200025, China.; Department of Traditional Chinese Medicine, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, 200025, China.; Department of Acupuncture, Shuguang Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 200120, China.; Department of General Surgery, Shuguang Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 200120, China.; Beijing Research Institute of Science and Technology, Beijing Milu Ecological Research Center, Beijing, 100076, China. mengqinghui2006@163.com.; Experimental Animal Center, Shanghai Ninth People's Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, 200011, China. xingfengying@163.com.; State Key Laboratory of Medical Genomics, Research Center for Experimental Medicine, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, 200025, China. sy40685@rjh.com.cn.; Department of Acupuncture, Shuguang Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 200120, China. windy9453@126.com.",False
40712726,Controlled Delivery of C-C Motif Chemokine Ligand 25 by a Hydrogel for Tumor Microenvironment Remodeling in Triple Negative Breast Cancer.,Acta biomaterialia,2025,Meng Guan; Junfeng Ding; Ge Zhu; Kuirong Mao; Xiandi Meng; Xiuxiu Cong; Huizhu Tan; Yanbao Xin; Mengfei Zhao; Jiaxuan Li; Haorui Wang; Yue Lv; Huating Sun; Chaoliang He; Hongmei Chen; Yong-Guang Yang; Yanqiu Song; Yuning Zhang; Tianmeng Sun,"Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China; Cancer Center, The First Hospital of Jilin University, Changchun, Jilin, 130021, China.; CAS Key Laboratory of Polymer Ecomaterials, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun, 130022, Jilin, P. R. China; School of Applied Chemistry and Engineering, University of Science and Technology of China, Hefei, 230026, Anhui, P. R. China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China; Cancer Center, The First Hospital of Jilin University, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China.; CAS Key Laboratory of Polymer Ecomaterials, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun, 130022, Jilin, P. R. China; School of Applied Chemistry and Engineering, University of Science and Technology of China, Hefei, 230026, Anhui, P. R. China.; Department of Oncology, Shandong Provincial Hospital Affiliated to Shandong First Medical University, Jinan, Shandong, 250022, China.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China; International Center of Future Science, Jilin University, Changchun, Jilin, 130021, China.; Cancer Center, The First Hospital of Jilin University, Changchun, Jilin, 130021, China. Electronic address: song_yq@jlu.edu.cn.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China. Electronic address: zhangyuning@jlu.edu.cn.; Key Laboratory of Organ Regeneration and Transplantation of Ministry of Education, Institute of Immunology, The First Hospital of Jilin University, Changchun, Jilin, 130021, China; National-local Joint Engineering Laboratory of Animal Models for Human Diseases, Changchun, Jilin, 130021, China; International Center of Future Science, Jilin University, Changchun, Jilin, 130021, China; State Key Laboratory of Supramolecular Structure and Materials, Jilin University, Changchun, Jilin, 130021, China. Electronic address: tsun41@jlu.edu.cn.",False
40712694,Breaking Immune Evasion in Breast Cancer by Targeting COX-2/PGE2 Pathway.,Molecular and cellular endocrinology,2025,Xuewei Zheng; Junxiang Wang; Yanan OuYang; Kaiyuan Yao; Jiayu Zheng; Li Zeng; Jingjing Wang; Hetao Chen; Haoming Du; Dongliao Fu; Linlin Shi; Anshun Zhao; Qinan Yin,"Precision Medicine Laboratory, School of Medical Technology and Engineering, Henan University of Science and Technology, Luoyang 471003, China.; Precision Medicine Laboratory, School of Medical Technology and Engineering, Henan University of Science and Technology, Luoyang 471003, China.; Department of Urology, Xi'an People's Hospital (Xi'an Fourth Hospital), School of Life Sciences and Medicine, Northwest University, Xi'an, 710199, China.; Henan Key Laboratory of Microbiome and Esophageal Cancer Prevention and Treatment, Henan Key Laboratory of Cancer Epigenetics, College of Basic Medicine and Forensic Medicine, Cancer Hospital, The First Affiliated Hospital (College of Clinical Medicine) of Henan University of Science and Technology, Luoyang 471003, China.; Precision Medicine Laboratory, School of Medical Technology and Engineering, Henan University of Science and Technology, Luoyang 471003, China.; Precision Medicine Laboratory, School of Medical Technology and Engineering, Henan University of Science and Technology, Luoyang 471003, China.; Precision Medicine Laboratory, School of Medical Technology and Engineering, Henan University of Science and Technology, Luoyang 471003, China.; Department of Clinical Laboratory, The First Affiliated Hospital, and College of Clinical Medicine of Henan University of Science and Technology, Luoyang 471003, China.; School of Medicine, Jinan University, Guangzhou 510632, China.; Precision Medicine Laboratory, School of Medical Technology and Engineering, Henan University of Science and Technology, Luoyang 471003, China.; Henan Key Laboratory of Microbiome and Esophageal Cancer Prevention and Treatment, Henan Key Laboratory of Cancer Epigenetics, College of Basic Medicine and Forensic Medicine, Cancer Hospital, The First Affiliated Hospital (College of Clinical Medicine) of Henan University of Science and Technology, Luoyang 471003, China.; Department of Clinical Laboratory, The First Affiliated Hospital, and College of Clinical Medicine of Henan University of Science and Technology, Luoyang 471003, China. Electronic address: anshunzhao@haust.edu.cn.; Precision Medicine Laboratory, School of Medical Technology and Engineering, Henan University of Science and Technology, Luoyang 471003, China. Electronic address: qinanyin@haust.edu.cn.",False
40711726,The network map of mucin 1 mediated signaling in cancer progression and immune modulation.,Discover oncology,2025,Akhina Palollathil; Shobha Dagamajalu; Mukhtar Ahmed; Manavalan Vijayakumar; Thottethodi Subrahmanya Keshava Prasad; Rajesh Raju,"Center for Systems Biology and Molecular Medicine [An ICMR-Collaborating Centre of Excellence 2024-2029], Yenepoya Research Centre, Yenepoya (Deemed to Be University), Mangalore, Karnataka, 575018, India.; Center for Systems Biology and Molecular Medicine [An ICMR-Collaborating Centre of Excellence 2024-2029], Yenepoya Research Centre, Yenepoya (Deemed to Be University), Mangalore, Karnataka, 575018, India.; Department of Zoology, College of Science, King Saud University, P.O. Box 2455, Riyadh, 11451, Kingdom of Saudi Arabia.; Department of Surgical Oncology, Yenepoya Medical College, Yenepoya (Deemed to Be University), Mangalore, Karnataka, 575018, India. mvijai2013@gmail.com.; Center for Systems Biology and Molecular Medicine [An ICMR-Collaborating Centre of Excellence 2024-2029], Yenepoya Research Centre, Yenepoya (Deemed to Be University), Mangalore, Karnataka, 575018, India. keshav@yenepoya.edu.in.; Center for Systems Biology and Molecular Medicine [An ICMR-Collaborating Centre of Excellence 2024-2029], Yenepoya Research Centre, Yenepoya (Deemed to Be University), Mangalore, Karnataka, 575018, India. rajrrnbt@gmail.com.; Centre for Integrative Omics Data Science (CIODS), Yenepoya Research Centre, Yenepoya (Deemed to Be University), Mangalore, Karnataka, 575018, India. rajrrnbt@gmail.com.",False
40710292,The Activity of Human NK Cells Towards 3D Heterotypic Cellular Tumor Model of Breast Cancer.,Cells,2025,Anastasia Leonteva; Maria Abdurakhmanova; Maria Bogachek; Tatyana Belovezhets; Anna Yurina; Olga Troitskaya; Sergey Kulemzin; Vladimir Richter; Elena Kuligina; Anna Nushtaeva,"Scientific Center of Genetics and Life Sciences, Sirius University of Science and Technology, 1 Olimpiysky Avenue, Krasnodar Region, Sirius 354340, Russia.; Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8, Novosibirsk 630090, Russia.; Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8, Novosibirsk 630090, Russia.; Scientific Center of Genetics and Life Sciences, Sirius University of Science and Technology, 1 Olimpiysky Avenue, Krasnodar Region, Sirius 354340, Russia.; Institute of Molecular and Cellular Biology, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8/2, Novosibirsk 630090, Russia.; Institute of Molecular and Cellular Biology, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8/2, Novosibirsk 630090, Russia.; Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8, Novosibirsk 630090, Russia.; Institute of Molecular and Cellular Biology, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8/2, Novosibirsk 630090, Russia.; Department of Natural Sciences, Novosibirsk State University, Pirogova Str. 2, Novosibirsk 630090, Russia.; Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8, Novosibirsk 630090, Russia.; Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8, Novosibirsk 630090, Russia.; Scientific Center of Genetics and Life Sciences, Sirius University of Science and Technology, 1 Olimpiysky Avenue, Krasnodar Region, Sirius 354340, Russia.; Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of the Russian Academy of Sciences, Akad. Lavrentiev Ave. 8, Novosibirsk 630090, Russia.",False
40710212,Optimizing Adjuvant Care in Early Breast Cancer: Multidisciplinary Strategies and Innovative Models from Canadian Centers.,"Current oncology (Toronto, Ont.)",2025,Angela Chan; Nancy Nixon; Muna Al-Khaifi; Alain Bestavros; Christine Blyth; Winson Y Cheung; Caroline Hamm; Thomas Joly-Mischlich; Mita Manna; Tom McFarlane; Laura V Minard; Sarah Naujokaitis; Christine Peragine; Cindy Railton; Scott Edwards,"Faculty of Medicine, BC Cancer, University of British Columbia, Vancouver, BC V6T 1Z3, Canada.; Department of Oncology, Cumming School of Medicine, University of Calgary, Calgary, AB T2N 2T8, Canada.; Odette Cancer Centre, Sunnybrook Health Science Centre, University of Toronto, Toronto, ON M4N 3M5, Canada.; Faculté de Médecine, Université de Montréal, Montreal, QC H3T 1J4, Canada.; Arthur J.E. Child Comprehensive Cancer Centre, Calgary, AB T2N 5G2, Canada.; Department of Oncology, Cumming School of Medicine, University of Calgary, Calgary, AB T2N 2T8, Canada.; Department of Medical Oncology, Windsor Regional Hospital, Windsor, ON N8W 1L9, Canada.; Université de Sherbrooke Cancer Research Institute (IRCUS), Université de Sherbrooke, Sherbrooke, QC J1E 4K8, Canada.; Department of Medical Oncology, College of Medicine, University of Saskatchewan, Saskatoon, SK S7N 5E5, Canada.; School of Pharmacy, University of Waterloo, Kitchener, ON N2G 1C5, Canada.; Department of Pharmacy, Nova Scotia Health, QEII Health Sciences Centre, Halifax, NS B3H 2Y9, Canada.; London Health Sciences Centre, London, ON N6A 5W9, Canada.; Odette Cancer Centre, Sunnybrook Health Science Centre, University of Toronto, Toronto, ON M4N 3M5, Canada.; Arthur J.E. Child Comprehensive Cancer Centre, Calgary, AB T2N 5G2, Canada.; Faculty of Medicine and School of Pharmacy, Memorial University of Newfoundland, St John's, NL A1B 3V6, Canada.",False
40710197,Predictive Factors of Response to Neoadjuvant Chemotherapy (NACT) and Immune Checkpoint Inhibitors in Early-Stage Triple-Negative Breast Cancer Patients (TNBC).,"Current oncology (Toronto, Ont.)",2025,Khashayar Yazdanpanah Ardakani; Francesca Fulvia Pepe; Serena Capici; Thoma Dario Clementi; Marina Elena Cazzaniga,"School of Medicine and Surgery, University of Milano-Bicocca, 20900 Monza, Italy.; Phase 1 Research Center, Fondazione IRCC San Gerardo dei Tintori, 20090 Monza, Italy.; Phase 1 Research Center, Fondazione IRCC San Gerardo dei Tintori, 20090 Monza, Italy.; School of Medicine and Surgery, University of Milano-Bicocca, 20900 Monza, Italy.; School of Medicine and Surgery, University of Milano-Bicocca, 20900 Monza, Italy.; Phase 1 Research Center, Fondazione IRCC San Gerardo dei Tintori, 20090 Monza, Italy.",False
40710184,Role of Circulating Tumor DNA in Adapting Immunotherapy Approaches in Breast Cancer.,"Current oncology (Toronto, Ont.)",2025,Sudhir Kumar; Rossanna C Pezo,"Division of Medical Oncology and Hematology, Department of Medicine, Sunnybrook Health Sciences Centre, University of Toronto, 2075 Bayview Avenue, Toronto, ON M4N 3M5, Canada.; Division of Medical Oncology and Hematology, Department of Medicine, Sunnybrook Health Sciences Centre, University of Toronto, 2075 Bayview Avenue, Toronto, ON M4N 3M5, Canada.",False
